muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
 -0.689894, 0.291501, 55.1804, -3.05325, -1.32181, 174.561, 2.28462, -1.25483, 15.3784, 1.84557, -0.236566, 51.4019
 -1.0003, 1.60319, 112.773, 2.13201, 0.572545, 166.282, -0.55662, 1.41883, 10.3872, 2.88558, 2.48765, 47.7897
 -2.79749, 1.78618, 46.2091, -2.66746, 0.804956, 142.712, 0.530318, -0.302385, 10.248, -0.455188, -0.737809, 38.825
 1.09923, 0.184616, 55.5613, 2.07383, 1.32346, 207.749, -1.94537, 0.666235, 10.1398, 0.0151139, -0.0113341, -1000
 -1.13863, 0.445639, 38.3632, -0.609186, 0.255753, 52.9431, -2.4617, 0.864497, 22.6522, 0.988566, 2.67001, 7.25352
 0.515654, 1.21246, 42.6064, 0.0395838, -1.24235, 106.616, -2.33353, 1.54073, 10.003, 1.77251, 2.67182, 95.8352
 -2.89468, -2.25166, 50.6037, -1.26204, 0.136174, 183.513, -2.30435, 0.267657, 10.206, 0.119557, -2.49824, -1000
 1.87014, 0.0128077, 52.8234, 1.66622, 1.79446, 42.7947, 0.930144, -0.809358, 10.7418, 1.09846, -0.207044, -1000
 0.976153, -0.435761, 40.5941, 2.29052, -0.701213, 109.717, 1.70443, -1.08772, 10.189, 0.732643, 2.68377, -1000
 0.806059, -0.823512, 64.565, -1.06932, -0.56084, 106.855, 2.12308, 1.53403, 14.0058, 1.42276, -0.65337, -1000
 1.81693, 1.11125, 78.3918, -1.11251, 0.772743, 55.9865, -2.4537, 0.339633, 10.5241, 2.61705, -2.33539, 62.7137
 -2.40476, 0.97418, 69.6989, 0.222974, 1.74137, 101.893, 1.74868, 1.88062, 11.4601, -1.22063, -2.38739, 72.4926
 -0.751707, -0.117271, 50.9456, -1.10026, -0.852223, 60.281, 2.41569, 0.395981, 10.1362, 2.55373, 1.0673, 34.2757
 0.201494, -0.400291, 58.9973, -3.04629, 0.149065, 78.7714, 2.22945, -0.534139, 10.8948, -2.47446, -0.0172268, 99.998
 2.55214, 0.928526, 86.1989, -1.93029, 0.339253, 98.4865, 1.47419, -0.126694, 10.3363, 2.89555, -0.137192, -1000
 -2.21795, -2.21726, 52.8274, -1.61439, -0.99882, 82.794, 1.23227, -1.75186, 10.7633, 2.18189, -2.6849, 26.8909
 1.78626, -0.963281, 47.4255, -1.211, -0.735759, 68.7384, -0.204419, -2.26786, 10.886, -1.80234, -1.22493, -1000
 -1.03651, -0.0156268, 52.079, 2.34277, 0.244014, 189.225, -0.307503, 0.521639, 10.2523, 2.60041, 2.3578, -1000
 0.392, 0.661363, 39.9597, 2.28232, -2.43257, 173.126, -1.14994, -0.963819, 12.3595, -1.16756, -2.0799, 61.4508
 0.159188, 1.72625, 61.5917, -2.82047, 0.846577, 213.047, 2.17903, -1.91006, 10.4244, 1.73539, -2.10856, 37.05
 0.742224, -2.33572, 53.9013, -0.383088, -1.111, 61.0835, 1.75528, -1.61494, 13.7156, 0.873671, -0.913174, 40.0981
 0.535219, 1.82811, 40.8099, 0.181096, 1.3704, 46.9723, 2.6823, -0.396566, 12.0031, -0.0310998, 2.84608, 32.8848
 -0.596811, -2.1855, 35.2697, -1.89352, -0.222547, 162.827, -1.37674, 0.623218, 10.3573, -1.58066, -2.54876, -1000
 -0.117326, 1.35421, 38.1038, -0.727774, 2.41622, 332.414, -2.75635, 1.53926, 10.2506, -1.93012, -1.82639, 98.3277
 2.76946, -1.86563, 29.239, -2.09517, -1.11795, 53.4109, 0.536584, -2.31443, 10.9471, 2.05852, 1.66569, 50.5548
 -0.777524, 2.28911, 46.8713, -2.58937, 1.70199, 75.6918, 1.71678, 2.3577, 13.843, 0.140099, 2.60629, -1000
 0.72871, 1.69595, 61.3665, 2.84183, 1.46712, 166.068, -1.46778, -0.650767, 10.4969, 1.90264, -1.67883, -1000
 2.37487, -0.842224, 84.6135, 2.91742, -0.649394, 108.332, -0.3775, 0.248237, 10.4243, -0.252624, -2.24794, -1000
 0.788158, 0.533093, 47.9339, 3.05424, 0.229709, 192.324, -0.982789, -2.01773, 10.2469, 2.28736, -0.916823, -1000
 -1.91096, -0.0670175, 51.7544, -2.39948, -2.2626, 88.923, 1.99331, 0.696414, 11.552, -0.820764, 2.8385, 35.1404
 -0.0792496, -0.383271, 29.6201, 2.96529, -1.55558, 84.6144, -2.3279, 1.58794, 10.2787, 0.858143, -1.53182, -1000
 -2.75278, -0.509923, 50.7403, 0.621764, 0.584035, 91.3204, 1.13284, -1.23109, 10.024, 1.0467, -2.14219, 20.877
 0.103788, -0.787522, 28.7597, -2.6984, 0.176667, 107.83, -1.90668, 0.0776345, 10.4113, -1.91329, 2.66704, 35.1615
 -3.03341, -1.08384, 96.6761, -0.478138, 1.18465, 36.5194, 2.23968, -0.0911646, 10.1568, 2.01928, -2.81074, 127.268
 -1.45844, 1.48348, 76.6228, 2.32003, 0.517455, 74.2784, -1.76332, 0.833748, 10.5905, -0.44904, 1.96888, -1000
 -2.94502, 0.152049, 92.7145, -2.43223, -1.92568, 108.364, 0.948193, 1.82657, 10.9589, 1.4097, 2.25055, -1000
 2.60202, -0.0285214, 63.2951, -0.044424, 0.232534, 81.1774, -0.569768, -0.472264, 11.9656, -0.347919, 1.04018, 61.3459
 -1.4817, 1.4879, 71.9095, 2.24906, 0.332963, 114.693, -2.69179, -0.163397, 10.5275, -2.193, 0.46156, 12.9178
 1.71214, 1.15726, 62.9566, -1.59826, 1.37735, 110.535, 0.767481, 1.09639, 10.8708, 2.01561, -2.60458, 52.0718
 -2.87968, -1.42999, 82.6774, 1.9541, -1.14702, 187.622, -0.613158, 0.888523, 10.5604, 2.88575, 2.56548, -1000
 0.0377309, -0.9311, 173.531, 3.02554, -0.980497, 139.808, -0.373062, -0.0646805, 10.2878, -2.37913, 2.82878, -1000
 2.1019, -1.17459, 90.3204, -1.78379, 0.0114045, 93.0655, -1.07658, -0.675355, 17.0248, -2.80359, -0.365969, 147.197
 1.93027, 1.14525, 45.7706, -2.89669, 1.37976, 66.5472, -2.65199, 0.719384, 10.2308, -0.936369, 0.676051, 57.2571
 1.64842, 0.351734, 61.6632, -1.58863, -1.52142, 108.006, 1.06419, -0.730733, 10.2673, -0.248698, -1.78316, 49.9652
 1.72728, 0.277717, 57.1023, 1.21371, 1.23196, 87.4145, -1.16289, 1.77603, 10.6623, -0.216466, 0.618666, -1000
 0.0509296, -2.22226, 74.3196, 0.0995787, -1.72932, 144.891, 2.95863, -1.41306, 10.3691, -0.578881, -2.45837, -1000
 2.77009, 1.15386, 57.0767, 2.14699, -0.340202, 263.269, -1.36245, -1.00492, 10.198, 0.115386, -2.80666, 70.0563
 -1.59948, 1.19296, 69.3906, 2.99507, 0.383554, 97.9315, 1.44918, 1.4824, 10.133, -0.852717, 0.0366408, 3.25536
 -0.488086, 1.56553, 35.6707, 1.96413, 1.23052, 107.642, 0.46154, -2.14069, 10.4701, -2.88286, -2.06776, 31.4172
 -2.22947, 0.236957, 64.7647, -3.11197, -0.671496, 79.6648, -1.52997, -0.667667, 10.1204, -1.1319, 2.73904, 24.8591
 -1.23938, -0.172238, 116.031, -2.35931, 0.921741, 111.113, 1.58226, -0.428286, 10.2932, 0.689476, -1.23332, -1000
 1.44465, 1.51984, 73.2977, -2.70174, 0.189101, 42.9948, 2.03192, -2.85049, 10.3683, -3.13716, 1.70432, 21.9927
 -2.53344, -1.37895, 93.0231, 3.1193, -1.23211, 342.992, 0.324099, 0.509779, 10.0251, 1.767, 2.21159, -1000
 -2.88246, 0.695948, 39.0041, 0.371068, -1.37802, 89.2608, 0.115121, -0.774787, 10.6782, 1.72312, 1.16377, 46.6728
 -0.000261091, -0.519851, 127.043, -2.59296, -0.374637, 70.2531, -1.36698, 0.641365, 10.7533, 0.860859, 2.92262, -1000
 2.86486, 1.1188, 71.6418, 1.81188, -0.44203, 91.8373, -0.842334, 1.53297, 14.0191, -1.0902, 0.796075, -1000
 2.37121, -1.80352, 34.0631, -0.822177, -0.883529, 81.0909, -1.24805, 1.11131, 13.2397, -0.341596, 0.933839, 32.6722
 0.218297, 1.08974, 59.864, 2.49516, 1.38106, 101.208, -1.26523, -1.13525, 10.0155, 0.342816, 2.80039, 11.0287
 0.51954, -2.01998, 34.2268, 0.780567, -0.562951, 39.0324, -0.6133, -2.64161, 10.549, -2.02361, -0.689834, -1000
 -1.79229, -0.441547, 67.6754, 1.33882, -1.31632, 36.4789, 2.37792, -2.57857, 10.3899, -2.9591, 2.79443, 97.1792
 -1.66494, -1.95226, 48.7158, -0.344739, -0.703038, 65.6829, -2.37868, -0.95524, 10.1048, 1.23951, 2.78038, 15.2121
 -0.655798, -0.156171, 34.2036, -2.9595, 2.31318, 94.2232, -2.06424, 1.22676, 11.1895, -1.71513, 2.52199, 14.7394
 2.19989, -0.830221, 124.4, -2.55116, 0.242337, 64.4592, 1.11386, 0.339572, 10.7331, 2.24718, -1.97588, 9.93396
 -2.18509, 1.26128, 89.7303, -0.872029, 0.849784, 40.0933, 2.4042, -0.529059, 10.2704, 0.668031, 2.78766, -1000
 2.29188, 0.787647, 48.3434, 2.91443, -0.945993, 97.7549, -1.34952, -0.695505, 10.1785, -0.563452, 0.546107, 31.538
 -1.16658, -2.23475, 204.131, 1.77459, 1.97982, 230.369, -1.7883, -0.432204, 10.1068, -0.348105, -2.61166, -1000
 -1.51118, -1.37558, 54.8776, 2.13123, -1.93873, 204.018, 0.509749, -0.806809, 11.2182, 2.34726, 1.68316, 80.3117
 2.10421, -1.71174, 30.3331, -1.37762, -0.149202, 184.74, 2.45248, 1.12249, 11.3554, 2.84316, 1.647, 96.0201
 0.402097, -0.592337, 91.4574, -0.707536, -0.886815, 46.2456, 2.9407, -1.51073, 10.7362, 2.41618, 2.79876, -1000
 -2.40447, 1.1999, 66.5217, 1.49636, 0.97227, 66.7185, -2.94394, 0.0745562, 10.0711, -0.486615, -2.09372, -1000
 -3.11758, 0.445332, 134.4, 0.578744, -0.136342, 96.3826, 1.66907, 1.90947, 10.3312, -2.04283, 2.27123, -1000
 -0.232276, 0.835618, 40.5934, 2.15548, -1.74072, 206.114, 2.18097, -0.553605, 11.063, 1.27223, 0.134438, 19.9223
 -2.06842, 0.0149224, 64.2859, -1.60628, 1.16331, 55.0651, -2.70469, -0.591038, 10.5968, 0.041408, -2.75462, 21.4256
 -2.10033, 0.456068, 233.415, 1.31152, 2.14627, 71.9312, 0.417541, 2.1412, 10.1744, 0.227935, 0.229535, -1000
 0.121367, -0.778229, 59.3281, -0.567277, -1.24892, 61.2007, 1.81616, 0.124821, 10.8492, 0.206514, -1.92085, -1000
 -2.18523, 0.139656, 63.7535, 1.05656, 1.15137, 135.76, -1.28449, 1.62747, 10.4911, 2.72088, 2.72541, -1000
 -0.729109, -2.39425, 59.7034, -2.11838, -2.40299, 144.68, 1.64844, -0.148227, 10.6567, 2.46269, -1.94639, -1000
 0.91964, -1.19211, 34.0965, 0.48976, 1.74372, 53.648, 2.31672, -0.751288, 10.4564, 0.170554, 2.27526, 23.4916
 1.07342, 0.867307, 122.43, 2.84139, 0.0931808, 102.588, 0.0106279, 1.65434, 12.5354, -2.38048, 1.51018, -1000
 0.617177, 0.913831, 62.0748, -1.61696, 1.66011, 129.556, 1.35234, 1.79001, 10.1597, -1.02424, 2.66237, -1000
 2.75, 1.8177, 27.7898, 0.0885064, -0.487121, 85.1515, -1.40698, -0.0197679, 10.3213, 0.18067, 2.7515, 45.6569
 2.25195, -0.159863, 51.4954, -2.05333, 0.714943, 83.7136, -0.79441, 1.74145, 10.4448, -1.35324, 1.52119, -1000
 -0.22727, -0.773986, 65.3652, 3.01624, -1.35392, 57.2253, -2.68692, -2.96294, 10.0378, -2.35487, -1.87241, 77.8605
 1.3467, 1.19636, 76.5227, 2.77525, 0.718434, 153.877, -0.57676, -1.44193, 10.2968, -2.03401, 2.68831, -1000
 1.33957, -0.812405, 38.811, 1.91821, -1.00665, 75.6938, 0.328427, -1.02274, 10.9428, -2.87676, -0.375094, 26.3603
 0.643973, -0.021425, 20.243, 0.975726, -0.799872, 103.228, -1.34987, -1.32077, 10.422, 2.21288, -0.902729, 89.7067
 1.74089, -1.26524, 78.1145, 1.30491, -0.0549174, 88.7372, -2.06928, -0.407858, 10.6906, -2.50793, -2.64365, -1000
 -2.5534, -2.26227, 75.3343, 0.968855, 0.951029, 70.7866, -0.0936799, 0.00273191, 10.4388, -0.701833, -2.86364, 44.3228
 -2.48679, -0.331898, 129.962, 2.06401, -0.568037, 60.4085, 0.469547, -0.488874, 10.087, 2.91989, 2.63991, 15.2624
 2.906, -1.28192, 34.8647, 1.72998, -0.730479, 159.174, 1.9664, -0.0122101, 10.1198, 0.691242, -2.59807, 48.3974
 1.66624, 1.87016, 56.5972, 0.059683, -0.664716, 128.145, -1.1556, 0.217292, 10.4299, -0.0966213, 1.80894, 40.5205
 -1.59483, -1.66037, 74.7905, -2.64515, -1.82563, 160.334, 0.649591, 1.76851, 10.6984, -3.10839, -2.18041, 26.0733
 -1.55826, 0.190451, 28.4137, -1.45034, 0.626552, 83.6871, 0.401374, -0.133675, 10.5055, 0.973761, 2.69344, 51.2
 -1.11228, -0.633944, 31.2472, -0.558638, -0.433178, 71.6006, 1.09176, 2.4694, 10.8226, 2.32821, -2.14578, 15.0147
 0.784415, -0.0723055, 46.4148, 0.195677, -0.998021, 83.6986, -1.27009, -0.228396, 11.1574, -1.66321, 2.81527, 57.4857
 0.0701707, -1.6194, 88.2871, -2.18329, -1.97108, 66.7566, 0.547936, -0.90028, 11.7564, -0.596948, 1.24123, -1000
 -2.84432, -1.18066, 75.4111, 1.66396, 0.483012, 37.2006, -2.71168, -2.57365, 10.2653, -2.1008, -2.7662, 51.8221
 0.990869, 0.22662, 137.266, 0.49926, -1.84776, 74.831, -2.10976, -1.17827, 10.7209, 0.0416533, -1.09086, 18.4844
 2.71002, -1.75866, 124.046, 1.42173, -0.730253, 159.498, -1.16318, -1.42301, 10.6759, -0.498582, 0.327814, -1000
 -2.05448, 0.207853, 39.1247, -0.828244, 0.432502, 44.4812, -0.19492, -0.741607, 10.1079, -1.63258, -2.76699, 17.2791
 -0.202073, -1.35813, 99.6464, -0.310345, 0.0110863, 193.265, 0.710426, -1.23919, 10.9672, -1.68182, 0.966245, -1000
 -2.08774, 1.19575, 61.2556, 1.46593, -0.0913945, 233.626, 1.66239, 0.379625, 10.2624, 0.635222, -1.23364, 38.5689
 1.3702, -0.573899, 48.366, -1.56228, 0.0428453, 113.506, -1.39391, -0.887254, 10.8599, -0.144479, 2.1579, 67.4866
 1.65329, -0.920723, 41.7453, -2.19359, 0.238675, 177.848, 0.972571, -0.741183, 10.9245, 0.737865, 2.6544, 129.469
 2.03955, -0.928254, 58.5131, 2.5195, -2.06524, 88.9556, 0.00642521, -0.853847, 10.0798, 0.423031, 0.823295, -1000
 0.226679, -0.506167, 66.4058, -2.347, -2.43785, 85.2998, 1.48176, 0.00999322, 10.42, -1.62377, 0.590212, 79.774
 2.55784, 1.62904, 43.3647, -1.65305, 2.13703, 122.683, 1.97093, -0.361217, 10.2454, 2.31714, -2.75007, 24.0847
 0.734532, 0.623675, 102.346, 2.23296, 1.05614, 134.985, -1.25823, 0.824829, 10.5979, 2.24907, 2.83263, 40.8278
 -1.95609, -1.46428, 47.4661, -2.15915, 1.8007, 36.2818, 1.19397, 2.61558, 10.3686, 1.75707, 2.84401, 22.0071
 -0.887038, 0.199459, 69.214, -2.4702, -0.772075, 54.0749, 0.224729, -1.9864, 10.0923, 1.01211, -1.56573, 38.1257
 -1.4864, -0.400229, 58.0864, -0.204583, -1.22196, 90.0991, 2.20437, -2.27521, 10.3594, -1.86539, 2.38828, -1000
 -2.38947, -0.631412, 103.149, 0.108218, -1.25495, 109.227, -2.99634, -0.76669, 11.2634, 0.0636951, -2.16058, -1000
 -2.4789, 1.57556, 33.3238, -1.58729, 1.11824, 74.9417, -1.25995, -0.375598, 11.2211, 1.02617, 1.68356, -1000
 2.03317, -2.25736, 50.7006, -1.26052, -1.90714, 95.9275, 1.17482, -0.689619, 10.2755, 1.66404, 2.67723, -1000
 1.72171, 0.357983, 141.755, -1.68746, 0.847813, 97.7905, -0.0247378, -1.72491, 11.9643, 3.06231, -2.49988, 45.5426
 1.35773, -0.433609, 42.7364, 3.07641, 0.422542, 59.7124, -1.08875, -1.47199, 13.735, 0.594939, 2.8203, 26.3109
 0.472065, -1.07695, 43.0682, 1.10851, -0.562334, 265.019, -2.66718, -1.69253, 10.1929, -2.17719, -2.65385, -1000
 2.47307, -0.845728, 227.317, -2.01583, -1.94031, 215.168, 1.04558, -1.82489, 10.0535, -2.00211, 1.50772, 26.8423
 -1.09719, 0.216981, 148.534, 1.89094, 0.621939, 112.029, 1.8068, 1.34644, 10.0433, 0.303348, 2.31084, 136.72
 -1.12212, -0.810365, 43.6972, 2.27081, 0.673962, 99.0128, 3.01318, 0.583598, 10.3447, -1.40902, 2.93045, 68.8739
 -0.894073, -2.31408, 37.8894, -0.462055, 0.512708, 153.75, 2.29406, 1.27131, 10.876, 0.189423, 0.0585255, 84.2697
 -2.88394, 1.33598, 72.7731, 0.236292, 2.07001, 36.2566, 2.57474, 0.977093, 12.2503, 2.81409, 1.72089, -1000
 1.19094, -1.7144, 60.4984, 0.929753, 0.927195, 404.457, -1.75855, 1.66545, 10.871, -1.3781, -1.07232, 43.2292
 2.492, -0.308473, 53.8788, -1.75361, 1.8747, 115.709, -0.0793833, 2.22112, 10.4129, 2.6632, 0.573583, 40.0882
 -1.42868, 1.1594, 68.5172, -0.278454, -1.38712, 59.3868, -1.98643, 0.0537889, 11.2549, -1.72874, 2.61993, 28.5045
 -0.829403, -2.05753, 77.8346, 2.07719, 1.94485, 75.8249, -2.79275, 0.313034, 10.3019, 2.90767, 1.85407, -1000
 -0.588815, 0.412205, 58.7209, -2.48991, 0.937472, 114.152, 1.97405, 0.61409, 10.3496, 1.40085, -2.4142, 153.837
 3.04721, 1.48944, 30.6737, 2.53495, 1.16838, 55.2504, 0.665628, 0.328369, 10.023, -1.76892, -1.76234, 37.5346
 1.22885, -1.54096, 50.2029, 0.12795, -1.94612, 145.315, -1.58091, -2.18328, 10.4358, 0.148858, -1.08583, -1000
 -2.39142, -0.447809, 34.4726, 2.99868, 1.79246, 76.5962, 2.40833, 1.76198, 11.7244, 1.47694, 2.27079, 80.8481
 -2.70815, -0.219755, 45.424, -1.08713, -0.0947992, 58.5165, 1.33217, -1.04449, 10.9873, 0.395326, 0.708018, 75.7469
 2.75076, 0.785077, 69.5772, -0.616511, -0.363001, 42.7812, 2.31257, 0.261182, 10.2461, -1.94351, -2.46387, 44.6291
 1.19174, 0.0893934, 45.59, -2.03961, 0.648591, 99.1698, -0.0184592, -0.261468, 10.8448, -0.230776, 2.78253, 31.2153
 1.40726, -1.46764, 35.9458, 0.0928381, -0.878112, 80.6924, 1.53039, -0.749685, 11.2905, -2.80917, -0.736379, 65.8105
 -2.23335, -1.60415, 94.0449, -1.15291, -0.365146, 111.841, 1.27331, -0.22616, 10.318, -1.98998, 1.64051, -1000
 1.12168, -0.528005, 31.5246, -1.194, 1.6892, 180.894, 2.06612, -2.17084, 10.4184, -1.54355, 2.54548, 83.4297
 -1.4995, 0.175343, 38.4272, -1.37678, -0.673551, 86.8397, 1.97711, 0.793616, 11.3195, -1.4638, 2.84146, 92.4147
 -2.32832, -0.00492939, 142.993, -0.403935, 0.126047, 151.434, 3.02154, 0.390365, 10.232, 2.56673, 1.43701, 81.8766
 -1.33858, -1.14736, 38.1545, -1.47947, 0.126263, 53.3689, 2.41098, -1.69262, 10.0072, -0.897503, -2.58685, -1000
 -0.314637, 0.90712, 38.5288, 0.0856478, 2.39118, 78.6795, -1.29289, 0.17479, 10.0237, -2.84309, 2.23462, 22.3864
 1.37393, -2.2396, 50.991, -1.96321, -0.858161, 112.88, -1.87758, -1.52547, 10.465, 0.357317, -1.60081, 135.479
 -0.852709, -0.376174, 91.3825, -0.653232, -1.25824, 70.209, 1.36307, -1.29383, 10.3508, 0.169214, 2.43306, 33.7597
 2.60346, 1.22229, 68.2982, -1.61887, 1.11914, 105.984, 2.38954, 1.93202, 10.212, -2.18867, -2.64151, -1000
 1.78589, 0.826612, 86.5598, 2.84571, 1.36886, 68.4593, -0.583726, 0.53071, 10.1879, 2.64269, -0.386254, 55.701
 -2.89007, -0.469564, 75.7523, 2.34261, -1.18074, 125.5, 0.326168, -2.20936, 11.494, 0.468608, 2.65501, -1000
 0.712809, 1.60731, 39.2679, -2.04117, -0.561566, 92.3574, 2.6844, 1.17444, 10.473, -0.994999, 0.984593, 70.4135
 -2.44672, -0.550411, 27.7003, 0.317304, -0.262043, 45.9457, 0.694564, -0.880022, 12.8207, 2.01504, -2.01824, 60.6681
 1.88876, -1.6466, 46.5538, 1.55777, -0.749798, 85.2974, -0.386782, -1.28109, 11.0359, 1.07657, 2.06881, -1000
 0.308567, -0.0349893, 66.4583, 2.17621, -0.227173, 107.833, 2.91853, 1.67175, 10.6295, 0.790086, -1.29837, 56.461
 -2.32961, -0.868125, 174.832, 0.0540676, 0.82392, 119.501, -2.58485, -0.415539, 11.1243, 0.808416, 0.32117, 50.186
 -1.82186, -0.416319, 35.1172, -0.5468, -0.163303, 150.576, 0.398023, 1.65715, 10.2677, 2.81182, -0.614226, 13.3076
 -1.62859, 1.06731, 58.4234, -1.18077, -0.43746, 209.776, 2.19468, -1.95998, 11.0487, 0.398191, 1.55345, 89.9084
 -2.68897, 1.22871, 59.6424, 2.29188, 0.586954, 64.4123, -2.68129, 1.82783, 12.2804, 2.99866, 2.86489, 23.7604
 -2.76632, 1.71633, 46.1143, 0.0727347, -0.680259, 88.3992, -1.58819, -0.0102079, 13.976, 1.01631, -1.56294, 19.5508
 -2.69322, 1.62887, 29.2241, 1.57928, 1.70287, 160.758, 0.114588, 0.865351, 10.2396, 1.98827, 2.63821, -1000
 -0.161082, -0.922443, 6.47858, -2.56035, 2.0494, 92.9288, -2.64214, 0.458401, 10.345, -1.23527, -0.0761884, 61.5727
 0.063454, -0.986634, 39.6049, -2.51647, 1.14258, 106.967, -2.42056, 0.452474, 10.1144, 0.00716043, 0.671767, 18.7735
 2.74828, -1.33708, 48.9, -2.64877, -1.7434, 144.147, 0.0939409, -1.5018, 10.5644, -1.674, -2.20903, -1000
 -2.08541, 1.2031, 39.3233, 1.06589, -0.814057, 152.604, 1.44625, -0.676774, 10.3229, -2.10457, 0.528212, -1000
 -0.0257848, 0.629173, 64.4839, 0.757312, -0.54382, 121.62, 1.91063, -1.02762, 10.1526, 0.551415, -2.01773, 42.0194
 -2.15648, 0.434636, 81.1026, -3.03046, -0.0613466, 62.3314, 0.570797, 0.463797, 10.297, -1.9844, -2.70179, 46.7227
 2.82543, -0.513647, 44.6582, 0.670089, -1.61522, 157.635, -0.556145, -1.40306, 10.4843, 1.04078, 2.48749, 84.2522
 0.32145, 0.550395, 42.2357, -2.99066, 0.138687, 65.39, -2.94939, -1.82732, 13.0218, 1.98143, 2.30154, -1000
 1.01223, -0.376641, 177.932, -2.13742, -0.776918, 44.8798, 1.84847, -0.645445, 10.389, 1.41439, 0.474483, 148.077
 2.84822, -1.65657, 48.019, 2.64725, -0.904309, 103.513, -1.15689, -2.31085, 10.5698, 1.94821, 2.67218, 23.4548
 0.901268, -0.514916, 11.0505, 0.655931, 1.94334, 53.3957, -1.1894, -0.580619, 10.0997, 2.4675, -1.19469, 43.7278
 1.22668, 1.09909, 118.301, -2.49898, -0.498436, 141.064, -1.61491, -0.0215957, 10.2481, 3.06777, -2.97637, 124.255
 -0.522339, 0.73116, 45.5277, -0.021806, 0.207083, 83.8805, 1.63181, 0.502623, 11.4289, -1.55229, -2.03178, 29.4404
 -1.83866, 1.96208, 48.7911, -2.04506, -0.581827, 125.861, -0.491567, -0.207075, 11.118, 0.776901, 2.83904, 11.9671
 -2.62226, 0.795638, 66.4512, 1.49416, 0.227026, 84.8953, 0.285893, -0.914068, 10.0091, -1.51163, -2.56177, 125.234
 -1.67957, -0.487392, 58.0352, 2.8412, -1.39651, 135.323, 2.02453, -0.567493, 10.0216, 2.11433, 3.06761, 79.4257
 0.643392, 0.60963, 167.565, -0.271779, 0.216764, 40.8967, 0.349079, 0.188197, 10.1945, -0.526635, -0.47721, -1000
 -0.932594, -0.447448, 98.6482, -2.17996, -1.74207, 53.0493, 1.53771, 0.198526, 10.1017, -0.693433, -2.59776, 37.549
 -2.49899, -1.28652, 51.4802, 1.54751, -0.715237, 49.1546, -0.0469307, 0.758356, 10.1717, -1.47049, -1.9127, 52.2729
 2.67393, -1.90325, 66.4158, -1.9289, -0.119496, 37.6804, 0.221741, -2.40315, 10.6037, -2.8432, 1.01122, 95.8177
 -2.68624, 1.87812, 49.3995, 1.92775, -0.0448606, 153.601, 1.02239, -0.479165, 11.1399, -2.99415, -1.19731, 46.3631
 -0.468449, -0.173506, 86.3168, -0.109428, -1.43598, 76.6388, 1.58946, -2.08836, 10.1894, 0.0315956, 0.751044, 6.21379
 0.619635, 1.24898, 56.2806, -1.8447, -0.532311, 76.3243, 1.95225, 0.86713, 10.6531, 0.100248, -0.133207, 173.11
 -0.00203273, 0.179638, 44.7446, -3.0294, 0.423363, 107.508, -1.22418, -2.92216, 10.7107, 1.67849, 2.45398, 56.4344
 -1.89254, -0.918623, 42.2878, 1.44799, -1.10475, 60.2759, -0.974321, -0.971911, 11.4737, 0.96076, -2.33662, 67.1774
 -1.75816, 1.23476, 69.0333, 2.87158, -0.506645, 124.031, 1.38112, -0.838217, 15.6876, -0.0766379, 2.43956, -1000
 -0.971222, -0.0119125, 38.2103, 1.99085, -0.327367, 95.4534, -2.95725, 0.105166, 10.5345, -0.53223, -0.591475, -1000
 -1.88059, 0.504015, 90.0909, 1.3029, -0.759339, 127.534, 0.448361, -0.599796, 10.2575, 3.10305, -0.253648, 110.225
 -1.56082, 0.819138, 83.3743, -1.85367, -0.596493, 72.0251, 0.857559, 0.777766, 10.3635, 3.02982, 0.798493, 33.3703
 1.29956, 0.64637, 75.4538, 1.09711, 1.85612, 65.6017, 1.56986, 2.242, 12.9249, -0.700642, -1.04806, -1000
 2.78915, 2.21703, 38.2805, -0.205486, 2.29733, 157.282, -2.1032, 2.2816, 10.4454, 0.0871732, 2.76716, 38.8519
 1.02852, -0.211082, 34.0273, -0.603736, 0.704147, 47.2852, 2.38283, -0.757941, 10.0812, 1.86315, 1.38374, 57.866
 -2.67552, -1.54132, 39.0268, -2.13736, 1.60124, 103.629, 0.370149, 2.7561, 11.5298, 2.4522, 1.49882, -1000
 -0.376104, -1.15937, 53.5428, 1.74899, -0.648601, 109.488, -2.24181, -0.784483, 10.1097, -0.659526, 2.15169, 36.9614
 -0.945033, -0.906868, 49.6103, -2.09501, 1.29609, 103.921, 1.0765, -0.0275735, 10.0158, -0.509159, 1.02494, 23.397
 2.7073, 0.301611, 51.4047, -2.06167, 0.908513, 150.758, 1.67858, -1.17782, 10.0937, 1.8265, -2.30055, 32.259
 1.79647, -0.91049, 69.7493, -2.192, -1.1032, 70.657, -1.15245, 0.705998, 11.1496, -2.82359, 1.09714, 34.9853
 0.691191, -0.610415, 84.6671, 2.5622, -0.707847, 103.35, 0.208517, -0.268209, 10.5171, -2.20759, 1.58345, 32.5927
 -0.963876, -2.00782, 31.3583, 0.927467, -0.823531, 76.8922, -0.161803, -1.90111, 10.123, -0.0215525, -1.37333, 34.0441
