muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
muon phi, muon eta, electron pt, electron phi, electron eta, jet 1 pt, jet 1 phi, jet 1 eta, jet 2 pt, jet 2 phi, jet 2 eta, gen muon pt
 1.75554, -0.0161365, 45.3245, 1.61282, -1.17886, 77.0747, -0.795729, -0.578588, 10.5195, 2.6263, 2.64556, 25.6784
 1.77847, -2.25916, 32.2123, -1.21251, -0.954797, 78.9555, 1.50875, -1.42475, 14.3226, -0.310223, 2.37597, 49.0145
 -2.46582, -0.589456, 99.4176, -2.93884, 1.54551, 134.056, 0.525773, 0.67035, 10.6624, 1.50516, -2.42267, 15.6553
 -0.604027, 0.91546, 58.2011, -2.07652, 0.760267, 45.7971, -0.785277, 1.92526, 10.6183, -2.8623, -2.74036, 60.8
 -0.870378, -0.00149253, 139.647, 2.19114, 0.698925, 122.541, 0.230084, -0.804777, 10.7222, -0.582038, -2.38446, -1000
 2.45014, -2.2152, 28.2614, -0.164207, -2.11084, 84.6682, 1.30435, -2.41352, 10.2183, -2.75843, -2.7781, 22.9927
 -2.83982, -0.988055, 33.8235, -0.803142, 0.585406, 78.4876, 0.230605, 0.269714, 10.3547, 0.527236, 2.86819, 60.1163
 0.0125369, 0.735692, 33.5992, -3.03916, 1.25163, 65.6286, -1.46319, 0.110978, 10.2438, -2.05142, 2.44618, 37.1044
 -0.888623, -1.21397, 7.8143, -2.93074, -1.52305, 65.0103, 0.199955, -0.769836, 13.2337, -2.72396, 2.59954, -1000
 -1.18443, 2.03379, 103.646, -2.66131, -0.893415, 83.4482, 0.32796, 1.07964, 11.3748, 0.841093, 1.4276, 12.9422
 0.265974, -2.06172, 47.2747, 2.29058, 0.626301, 100.325, -1.26164, 3.0067, 10.0003, 1.31892, 2.22195, -1000
 2.4274, -1.40329, 54.0389, 2.77068, 0.000431675, 73.4476, 1.1075, -0.689504, 10.0008, 1.43756, 1.07544, -1000
 -2.55297, -0.823677, 31.7166, -0.607471, -0.131949, 172.327, -0.585932, -1.85432, 11.8325, -1.87888, -2.42825, 51.1022
 3.12506, -1.09502, 73.8675, -0.604438, 0.631976, 47.1224, 1.69793, -0.694468, 12.1762, 1.71962, 0.767913, 25.8987
 -0.0942084, 0.313285, 85.0801, -1.2609, -0.69865, 108.276, 1.86782, 0.951767, 10.0395, 2.83357, -2.54897, -1000
 -2.58324, -1.39144, 35.6377, -0.349243, -0.829619, 158.233, 2.15474, 0.314883, 10.5172, 1.71959, -2.18468, 19.4732
 -2.60674, 0.272453, 44.2419, 1.19855, -1.66116, 262.045, 0.695361, -1.11903, 11.5791, 0.415575, 3.04762, 86.1652
 1.3224, 1.40922, 162.172, 2.18565, 1.11505, 140.658, -1.00736, 2.257, 10.6643, 1.6171, -2.67303, -1000
 -3.13457, -0.0431129, 29.86, -0.257469, 1.63094, 71.0077, 0.235036, -1.3837, 10.9291, 2.46141, -0.511862, -1000
 -0.0575277, 0.726059, 97.4437, -2.08617, 1.97934, 99.636, 2.80372, -1.50635, 10.7331, -0.325974, 2.64383, 45.6218
 -0.0683996, 2.20871, 100.155, -0.149603, -0.536205, 42.6726, 1.19566, 0.447216, 10.3476, 0.295258, -1.23224, -1000
 1.79972, -2.06148, 36.8993, -2.18788, -0.588313, 194.7, -1.28513, -0.454299, 10.5074, 0.288895, -2.68037, -1000
 0.604071, 2.1868, 56.4906, 1.22795, 0.350025, 153.302, -0.522591, 1.71928, 10.1614, -0.0631609, 2.08286, -1000
 2.20217, -2.36989, 84.3461, 3.00928, -2.34706, 155.216, 0.299433, -1.15082, 10.0433, 2.09113, 1.40053, -1000
 1.25977, 0.471594, 93.3447, 0.277605, 0.742802, 102.232, -2.62182, -0.969757, 10.9388, 1.91317, 0.160957, -1000
 1.92759, -0.101097, 120.062, 3.07927, -0.134393, 60.0158, -1.79712, 0.829004, 10.3681, 1.78963, -2.8235, -1000
 2.258, -1.66693, 49.5702, 2.84635, -0.169266, 41.2642, 0.535827, 1.89856, 10.5109, 2.47541, 1.76594, -1000
 -2.97556, -0.647503, 42.0285, -2.25488, -1.22244, 85.256, 1.57163, -1.18786, 11.6852, 0.980166, -2.66065, 44.8465
 1.40976, -0.371541, 42.2158, -1.85304, -0.0158542, 157.482, -3.07577, 0.471121, 12.4992, 2.80123, -1.47772, 66.4874
 0.0259678, 0.945154, 116.068, -1.53312, -1.20028, 205.913, -1.12135, -0.614842, 10.3751, -2.91632, -3.01308, -1000
 1.76156, -0.643751, 27.0349, -0.467726, -0.426573, 163.142, 2.53072, -0.616522, 10.2637, -0.847233, -1.00941, 113.88
 -1.11685, -0.517789, 28.1677, -0.151198, 0.0346241, 74.55, 3.10962, 0.144633, 10.2379, -2.69432, 2.23597, -1000
 2.70177, -0.0707113, 54.2578, -1.34784, -1.00227, 85.7467, 0.975323, -1.8466, 10.1527, -2.75446, 0.609968, -1000
 -0.704417, -0.805448, 105.714, -0.10492, -1.39065, 122.711, -2.65342, -1.36558, 13.2225, -0.63286, -2.77934, 21.7079
 -0.831058, 0.697918, 58.044, 2.66482, -0.66847, 157.572, -1.14756, 1.12092, 10.5637, -2.39776, -1.67999, 49.3865
 0.781743, 0.613086, 120.704, -2.85673, 0.0968774, 44.7895, -1.0674, 0.628956, 10.5027, -1.53041, -2.77175, 98.9555
 3.06213, 1.80092, 51.2684, 1.55442, 0.910853, 67.1469, -0.268382, 0.556494, 10.2152, -2.72618, 0.632103, 45.0161
 1.32033, -0.726446, 37.9279, -2.81614, 0.488165, 91.8689, -0.0340704, -1.3395, 10.2417, -0.90121, 1.34166, 71.0946
 -1.6798, -0.5288, 35.232, -2.15617, 1.57784, 47.7525, 0.648194, -1.32603, 10.1413, 1.3984, 2.5249, 38.6672
 2.9271, -1.51507, 45.2324, -1.31812, -0.441618, 110.837, -0.598334, -1.10736, 10.55, 2.79287, 3.05078, -1000
 -1.93189, -1.29619, 40.3803, -0.269498, -0.263788, 135.292, -1.9264, -0.295348, 10.2434, 2.54547, -1.3065, 19.6462
 -2.93328, -1.27043, 50.8953, -1.95461, 0.495368, 60.489, 1.34969, -0.091941, 10.4477, 2.0993, 2.83963, 45.6546
 -2.35823, 0.557803, 45.6914, -0.373417, 0.175615, 174.315, -2.73743, 0.755592, 10.5414, -0.952373, -0.385239, 52.5911
 1.39881, -1.55585, 45.9938, 1.50881, 0.204883, 84.4476, 2.69434, 0.669525, 10.98, -0.896186, 2.6994, 25.2822
 2.63903, -1.75442, 53.5854, 0.0945131, 1.92192, 27.2653, -0.539554, 0.0676006, 10.3837, -0.605378, -2.78439, 43.7371
 2.09805, 1.03832, 32.2605, -2.38195, 1.57944, 116.862, -1.6271, -0.356569, 10.2328, 2.77728, -2.46029, -1000
 1.03166, 0.348432, 55.947, -2.14997, 0.0592923, 168.738, -1.65045, -0.260566, 10.1408, -0.555465, -1.19291, -1000
 2.42338, -0.640961, 29.0933, 1.22334, -1.11904, 83.7202, -2.68837, -0.202101, 10.5197, 0.788662, 1.49012, 17.9445
 -2.44157, 0.481839, 76.4011, -0.168244, 0.761534, 58.0263, -2.67027, 1.63985, 12.7336, -0.387685, 2.56136, -1000
 -1.46455, -1.36607, 98.7332, -3.13289, -0.843461, 42.4722, 0.745418, -2.70664, 10.152, 2.55278, 1.38859, 41.8471
 -0.0504506, -2.02468, 30.6483, -1.39629, -2.08985, 147.377, -0.875212, -1.15573, 11.7154, 2.22594, 2.6034, -1000
 -0.716042, 0.0554459, 42.6543, 2.90208, -1.55557, 161.24, 0.382457, 0.201892, 10.252, -3.13184, 1.48087, 44.6322
 -1.77841, -1.15448, 32.792, -0.196507, -0.444475, 140.189, 1.3189, -0.853107, 10.3319, 1.62153, 2.35527, 50.6235
 0.343216, -1.78156, 45.0992, 2.644, -2.02989, 61.5428, 0.0295483, -2.48037, 12.3283, 0.0491941, 2.80928, -1000
 -2.56343, 0.747041, 86.2507, -1.13532, 1.11189, 86.2445, 0.791878, -1.34308, 10.2582, -0.243344, -1.08801, -1000
 3.10619, 1.0775, 167.287, -0.409593, 0.48815, 111.792, 2.98751, 2.49895, 11.947, 0.666419, -2.31678, 14.0284
 -0.00347005, 0.553168, 80.3984, -2.12835, -1.79079, 73.821, 0.530403, -0.774632, 10.0688, -1.75735, -0.78106, 59.5828
 0.791184, 1.05152, 83.4893, 1.1274, -0.350085, 100.871, -0.911007, 2.12061, 11.2303, 1.97282, 1.09507, 14.8669
 2.1158, -1.79091, 31.9227, 2.88811, -0.918805, 28.38, -2.01275, -0.571528, 10.1194, -3.07859, 3.03233, -1000
 1.43538, 0.267499, 39.9949, 1.86902, 0.346234, 68.0912, 1.19558, 2.17734, 11.1776, -2.3174, 2.42236, 23.3219
 3.09434, 0.712666, 45.003, -0.270724, -0.923088, 70.0469, 1.60754, -2.29757, 11.4879, 1.1337, -1.64866, 5.4682
 -0.142747, -1.16694, 151.624, 1.80101, 0.664828, 77.2833, -1.73945, -0.265153, 11.5915, 1.72547, -3.01326, 70.6763
 -1.63092, 1.43424, 125.956, 1.08238, 0.530119, 147.225, 1.75909, 0.635182, 10.6248, -1.33807, 2.2556, 145.405
 1.56801, 0.916027, 67.5995, 0.812042, 1.60403, 199.988, -1.73367, 1.52862, 10.4573, -2.35582, 1.47748, -1000
 1.93939, -2.308, 56.9426, 2.561, 0.734031, 61.9609, 1.24537, 0.714777, 10.1005, -1.70888, 2.82408, -1000
 2.90975, 0.325286, 35.285, -1.3896, 0.0500812, 102.467, -1.15419, 0.58389, 10.4651, 0.00859949, 2.88168, 51.4779
 -1.62345, 0.351528, 142.448, -0.725868, -0.932033, 335.261, 2.51762, -1.36055, 10.696, -0.912548, 2.77426, 62.2863
 -0.184507, 0.682644, 70.4676, 1.98683, 0.711976, 72.8188, -2.18736, 0.413134, 13.5794, 0.36335, 0.452927, -1000
 -1.41623, -0.783332, 125.45, -2.5058, -0.522692, 268.007, 1.88149, 0.363181, 10.0121, 0.39568, 2.68176, 7.94703
 -0.010972, 1.4045, 38.1178, 1.10324, -0.069065, 60.7277, -1.93746, 1.16231, 10.3569, -2.90482, -2.61844, 63.3537
 -2.18088, -1.9191, 48.7402, -0.999299, -1.3924, 90.0912, 2.08989, -1.22137, 10.079, 0.414959, -1.19938, 38.9073
 -1.9133, -0.85819, 39.0899, 2.71442, -1.13079, 51.1785, -2.44238, -0.72512, 10.2222, 2.24855, 1.94417, 14.2297
 -1.22013, 0.110306, 31.0236, -2.19661, -1.59988, 34.1171, -2.79217, 0.47425, 10.2666, -1.32202, 1.59785, -1000
 1.51103, -2.11272, 83.875, -0.959308, -1.24198, 192.56, -1.89602, -1.55327, 10.9684, 1.24964, -1.29485, 125.311
 -1.61794, -0.202373, 35.3211, 1.26389, -0.279858, 113.541, -1.10308, -1.61397, 12.4863, -3.07657, 2.60457, 38.3911
 -2.08758, 1.72454, 49.8468, 3.06929, 1.46544, 53.3262, 0.490656, 1.80047, 10.153, -1.55637, 2.25127, -1000
 -0.898521, 0.223387, 28.8834, -2.14209, -0.672211, 45.0856, 1.57023, 0.0858974, 11.3848, 2.81608, 2.7454, 29.7976
 2.21731, 0.581329, 102.007, -1.10267, 1.29891, 106.306, 1.37793, 1.76793, 10.0859, 0.426605, 2.24873, -1000
 -0.201467, 0.707603, 58.1051, -2.72811, 0.824853, 125.73, 2.01083, 1.55067, 12.7319, 0.74599, -0.681895, 60.1029
 1.94842, -1.6531, 73.1982, -1.10322, 0.280135, 27.6707, 1.34099, -0.154828, 12.0099, 1.2637, -1.75354, -1000
 -2.57329, -1.04269, 40.6246, -1.13674, 0.529441, 107.705, 1.51009, -2.67287, 11.4154, -1.80094, 2.52137, 67.6521
 1.33291, 0.353783, 98.0621, 0.346218, 0.418785, 743.474, -2.54525, 0.324849, 10.2048, -0.084823, 1.57501, 134.411
 2.19082, -0.810482, 39.1, -3.11965, -1.70966, 63.8288, -2.09454, -0.65657, 11.3384, 0.307923, -2.01797, 29.5922
 -0.0610615, -1.00204, 105.346, -2.97901, 0.120215, 49.7628, -1.82783, -1.03226, 10.5019, -2.24071, 0.914783, 92.0486
 2.48494, -0.434125, 30.0057, -2.81751, -0.699534, 52.8972, 0.383625, -1.16666, 10.6388, -0.636066, -2.4274, 94.0116
 0.804642, -1.309, 31.6684, -1.40901, -0.0160767, 85.5146, 1.8164, -1.05078, 10.9917, -0.356471, -0.989052, 69.614
 0.246966, 0.567134, 40.7811, 2.03123, -0.134581, 96.5057, -2.70745, 0.59919, 10.5809, -1.34112, 2.9308, -1000
 1.779, 0.691952, 41.6131, -1.31581, -0.903286, 100.278, 0.966343, 1.1661, 11.1064, -2.91042, -0.1092, 140.302
 -1.85631, 2.44112, 37.8378, -0.345491, 1.0808, 91.8699, 0.825516, 0.396183, 11.1528, -0.752853, 2.51322, -1000
 -0.40822, 1.34575, 90.5757, 2.63019, 1.5663, 83.4627, 0.574372, 1.28902, 10.8438, 0.182665, 2.52324, 65.4972
 -0.519694, 0.199152, 88.441, 0.607066, -1.03956, 112.101, -1.99842, 0.377155, 10.5441, 2.81438, 1.843, 29.243
 -1.91393, 0.857034, 45.711, 2.23651, -0.0853135, 86.7145, -3.00627, -2.4234, 10.1286, 1.01835, -2.62548, 26.2382
 0.714573, -1.16037, 45.9278, -1.65347, -0.606534, 85.9854, 1.45663, 0.365271, 10.2381, -2.9035, 0.697654, 12.0772
 0.582494, 1.31614, 131.212, 0.326175, 0.432339, 199.614, -2.69567, 1.52078, 10.4599, -1.44381, 0.066171, -1000
 -1.52639, -2.03999, 95.1238, 1.93304, -0.117077, 187.413, 1.74143, 0.521838, 10.071, 2.09732, 2.77258, 48.6286
 -1.02826, 1.29315, 118.916, 1.89967, -1.70958, 54.5661, 0.0417761, 2.34277, 10.2648, 1.62493, 0.463236, 63.4265
 0.0809113, 0.302692, 31.0428, 2.64844, -2.36668, 56.1382, 1.45314, 0.477937, 10.3181, 2.58685, 2.43736, 13.9592
 2.9049, 1.19381, 48.4349, 1.24587, 1.40611, 63.8646, -2.89297, -0.214286, 10.1554, 0.683698, 2.9328, 40.5839
 1.647, -2.15626, 62.1078, 1.13295, -1.31094, 233.601, -1.84571, -0.581699, 10.0023, -2.7998, 0.778345, 65.9705
 2.62547, 0.446697, 75.6426, -2.45584, -0.94881, 88.1121, -1.02613, -1.96121, 10.9561, -0.124193, -2.29277, -1000
 2.07631, -2.23463, 46.0956, 1.43186, -0.365699, 88.5959, -0.883803, -0.448713, 10.0743, -2.36363, 2.61828, 16.6256
 2.9822, -0.886727, 82.9833, -1.12503, -1.44823, 211.179, -0.324923, -1.5759, 10.6315, -0.896276, -1.91415, -1000
 -2.44633, -0.791864, 71.6332, -0.442307, -0.639065, 155.711, 2.57791, 0.778572, 10.2092, -2.74692, -2.38227, 23.5738
 0.750823, 1.039, 63.9914, 3.0934, 1.3537, 48.7644, -0.636051, 2.00598, 10.019, -0.920894, 1.60778, 44.8112
 -0.690138, 1.739, 32.7814, -1.90192, 1.01152, 76.2962, -2.58855, 1.57223, 11.9088, 1.59375, 2.076, 14.908
 2.25658, -0.261993, 110.929, 2.21345, 0.337268, 122.257, -0.936895, 0.457187, 11.4769, -2.70449, -2.36497, 23.6419
 1.35436, 1.16856, 30.9069, -2.54452, 1.76413, 133.58, 1.05539, 0.610723, 11.4259, -3.11672, -2.65693, 27.3272
 -0.171731, -0.425012, 28.5358, 3.10665, 0.332878, 61.7993, 1.78782, 2.265, 10.1252, -0.93014, -2.93205, 33.0603
 1.70595, 0.671924, 133.856, -1.53718, -1.04212, 81.0084, -0.634128, -1.07604, 10.5415, -1.15536, -1.84517, 130.916
 1.30739, 1.62758, 125.583, 2.38418, 0.697838, 64.227, -0.852386, -0.917598, 11.0977, -2.62889, -2.67137, 14.9675
 -2.13897, -0.334644, 96.6499, -0.569684, -0.929807, 322.885, 1.85655, 0.387229, 10.5195, 0.464535, 2.84254, 168.395
 -2.7214, 1.05336, 181.663, 2.13128, 0.615337, 92.0179, -2.15707, 0.918587, 10.0337, 0.518202, -0.750683, 49.4544
 2.60209, 0.0665161, 44.2563, -1.7029, -1.24167, 102.764, -0.52735, -0.71582, 12.5058, -2.8082, -2.66288, 16.6676
 1.24503, -1.60077, 58.8487, -2.02074, -2.03349, 137.304, 1.04667, -2.39515, 10.5857, 2.80053, 0.352619, 31.6835
 0.516736, -2.17908, 36.0369, -0.342645, -1.69, 106.578, -2.69357, -1.03611, 10.8193, 1.11411, -2.49725, 18.9622
 1.92779, -0.549249, 72.4492, -2.15882, -1.10167, 81.1102, 1.18505, -1.84433, 10.2743, -1.99622, 2.0881, 50.6175
 -1.21335, 1.39997, 48.0794, 2.5798, 1.25613, 224.168, -1.25251, 0.496097, 10.132, 1.54243, 1.911, -1000
 -1.58918, 2.14838, 78.0818, -2.65554, 1.81921, 66.9222, 1.21996, 1.41072, 10.288, -3.09694, -1.95862, 77.9535
 -0.227779, 0.977263, 37.0508, -0.382701, 0.371453, 415.657, -2.30161, -2.53726, 10.4314, -1.90596, -2.29469, 25.5993
 2.75525, 1.74299, 52.3805, 0.858028, 1.07481, 116.416, -1.54045, -0.23964, 10.3676, -0.514894, -1.69146, 6.37774
 2.76905, -1.31835, 58.5244, 2.84861, 0.190293, 59.9557, 0.882834, -1.30384, 10.4363, -1.89172, 1.40549, -1000
 -0.665701, -0.832798, 44.8436, 2.34029, 0.119367, 53.3325, 1.33433, -1.9237, 10.163, -2.29427, 2.52779, 58.8905
 0.138913, -1.72513, 36.1377, 2.83448, -0.37801, 79.1615, -3.0453, -0.771034, 10.5089, 1.12424, 1.52891, 33.4363
 -2.89199, -1.14644, 137.445, -1.56251, -0.65546, 99.2798, 1.91184, -0.304602, 10.6624, 2.07741, 2.27371, 67.7961
 -0.342343, -2.34501, 30.5986, 0.181772, -0.5344, 72.1133, 2.37932, 0.50253, 10.5561, -1.35426, -2.60636, 21.7763
 -2.6002, -1.4887, 59.1755, -0.199011, -0.682701, 73.3885, -2.37547, 1.26738, 13.0748, 3.04187, 0.378452, -1000
 1.25901, 0.400793, 39.751, -2.00507, -0.486933, 125.466, -0.884615, 0.0145992, 10.4842, -1.63778, -2.28577, 68.947
 0.121629, 0.960356, 31.8087, -1.56578, 0.952453, 96.4135, 1.94263, 1.31918, 11.5426, -0.952155, -1.54408, -1000
 0.528091, -0.443527, 32.881, 1.05872, -1.37996, 71.0152, -2.03678, -0.639105, 10.6342, 0.148153, 2.28766, 27.5816
 -1.38301, -1.47809, 54.251, -3.02567, -0.0498521, 97.9847, 1.17461, -1.52786, 10.5642, 0.953227, 2.08692, -1000
 -2.1714, 0.0679089, 70.4455, -2.57225, 0.626021, 115.3, 1.04011, -1.76512, 10.3219, 1.65237, -2.70501, -1000
 -1.52247, 0.772739, 147.62, -1.04707, 0.50808, 145.083, 1.32085, 0.180103, 10.2026, -0.993704, 2.59468, -1000
 0.241886, 0.054759, 30.2172, -2.97601, 1.45829, 76.4851, -3.04118, -0.0105345, 10.123, 2.72894, -2.53426, 51.2894
 -1.48633, -1.18156, 34.9352, -2.45884, -0.391106, 90.6488, -2.73193, 1.05508, 10.4802, 1.9744, 1.00315, 42.6868
 -0.494264, 0.693248, 53.5216, 1.41336, 1.95061, 36.9613, -0.553132, 1.8779, 10.039, -1.31526, -1.14366, 20.5885
 0.162478, -0.39065, 53.6896, 2.04125, -0.734158, 65.9442, 2.64676, 0.985149, 10.0935, 2.13298, 2.27022, 76.7607
 -2.88891, 1.34837, 30.3324, -2.23757, 1.28802, 92.9558, 1.19284, 0.551524, 10.3568, 0.592738, -0.538244, 62.1696
 -3.07979, 1.13912, 103.623, 0.681421, 0.305487, 62.7983, 2.67288, 0.585563, 10.206, 2.67482, -2.71727, -1000
 -1.25943, -1.28566, 66.4899, -1.09723, 0.256653, 85.7381, 2.4594, -1.74642, 10.0114, -0.668092, -2.58389, 34.7078
 2.47769, 0.945501, 43.3625, -1.34984, 0.641543, 225.57, 2.21454, -0.801204, 10.3675, -0.0105207, 1.35206, -1000
 0.323609, -0.0230366, 80.1428, -2.97984, 2.30063, 58.014, -1.28777, -0.539233, 11.0211, -1.00488, 2.27872, 104.172
 -1.56025, -0.847124, 72.7914, 1.67576, -0.780212, 129.402, 1.48401, -1.85873, 11.5511, -2.61425, 2.92612, 101.069
 1.72201, -2.24047, 49.3167, 1.03944, -0.774703, 77.4194, 2.40408, -1.99406, 11.0215, 0.580268, -2.71699, -1000
 -2.753, 1.64066, 47.3649, 2.73498, 1.11147, 121.784, -0.28109, -1.10092, 11.3914, -0.703356, 1.43265, -1000
 -1.42343, -0.327326, 221.061, 2.06239, 0.608991, 169.539, 1.49453, 0.37101, 10.7169, 0.067527, -2.82085, 208.978
 -0.551348, 1.40971, 44.0004, -0.375766, 0.257962, 87.6578, 3.11945, 0.437297, 10.2536, 2.4006, -1.50583, 106.912
 0.0923327, -2.42671, 131.312, 0.748924, -1.71231, 95.2025, -2.2604, -1.49665, 10.1241, -1.83175, 0.838727, 47.4681
 -1.77181, -0.229797, 64.7774, -1.9708, 0.841294, 69.1918, 0.426401, 0.352461, 10.0237, -2.55736, 2.16644, -1000
 1.49745, 0.0848054, 116.126, -1.4661, -0.439422, 103.061, 2.26547, 0.669955, 10.4194, 0.634619, -2.41308, 154.127
 1.9733, -0.901706, 32.1352, -1.62839, -0.146082, 113.095, 1.2012, -2.26387, 11.0325, 1.40543, 0.330853, 43.619
 -2.44595, -0.3115, 114.977, 3.04449, -0.780523, 91.2325, 0.586575, 0.0831577, 10.5388, -2.00727, -2.61454, 33.3762
 3.12297, -1.24397, 50.8088, -0.557151, -1.72227, 68.2119, 1.66495, -1.04928, 10.4806, 2.50339, 0.725428, 82.0926
 2.94755, 0.844986, 62.7944, -0.152879, 1.43758, 114.334, -0.859711, 1.87481, 10.6062, 0.762494, 2.65175, 152.302
 -1.69448, -0.1249, 68.9586, 1.62335, 1.26807, 158.296, 0.262111, 2.78707, 11.1516, 0.955912, 2.52219, -1000
 -1.5552, -0.249819, 50.1182, 0.0950146, -1.12469, 119.17, -1.89224, 0.00998377, 10.3581, -0.0285391, -0.275681, 65.5658
 -3.03503, -0.225888, 38.8248, -2.37257, 0.975052, 52.3233, 0.694137, 2.04519, 10.0621, 0.0820372, -2.31937, -1000
 0.526548, -2.10359, 157.007, -0.0851528, 0.0592661, 86.5834, 2.79229, 0.0339971, 11.2479, -0.00840828, -1.09525, -1000
 2.50725, -1.48134, 84.3615, -2.85542, 1.35327, 78.9992, 0.113486, -0.835227, 10.7788, -2.60068, -2.76985, 37.0079
 -0.918843, 0.153725, 58.9949, -2.86072, 0.759829, 165.753, 2.02484, 1.00455, 12.9457, 0.440212, -1.713, 82.5732
 -2.43245, -1.53869, 213.502, -2.75918, -0.866675, 205.581, 0.659247, -0.884393, 10.3462, 2.21103, 2.34836, -1000
 0.650287, 1.72562, 27.089, -0.5112, -2.05258, 121.936, -2.4741, -0.731472, 10.1117, -2.88662, -1.36752, 62.4678
 2.46943, -0.0667814, 53.8974, 0.459228, 0.546248, 94.8651, 1.46748, -0.885183, 11.1132, 2.95234, 0.590084, -1000
 -0.0507073, -1.37359, 106.096, -0.285002, 1.19464, 174.427, 1.667, 2.02898, 10.1579, 1.41761, 1.57513, -1000
 -2.16649, -0.141477, 79.7791, 0.0834999, -0.613668, 221.389, 0.874752, -0.858155, 10.1881, 2.1423, 0.917486, 128.438
 -1.49933, 1.33107, 28.0805, 2.98095, -0.688548, 95.464, 1.53, 0.444602, 10.0229, -1.19667, 0.673904, -1000
 -0.397684, -0.137088, 107.599, 1.12717, 0.15727, 67.0776, 2.53912, -2.70641, 10.4152, -1.13386, 1.9908, -1000
 -2.41939, -2.07936, 37.0546, -1.95421, -1.92384, 53.4203, 0.9014, -0.747967, 10.6113, 2.74764, 2.47092, -1000
 0.457488, -0.153836, 72.9925, 2.90208, -0.385776, 34.0397, -2.92125, -0.0349565, 11.3035, -0.479547, -2.42155, 122.929
 -0.698408, -1.65601, 122.439, 0.796184, 0.281511, 94.2341, -1.74835, 0.456588, 10.2606, 1.58872, -0.937825, -1000
 -0.976036, -1.56759, 31.3984, 2.10615, -0.057327, 146.01, -2.70486, -1.18581, 10.0326, -0.268952, 0.654828, 32.0492
 1.08006, -0.621163, 56.94, 2.79515, 0.179527, 80.1417, -0.995286, 0.253286, 14.6083, 0.17597, 0.707536, 21.2003
 -1.54767, -0.428312, 65.7932, -2.13302, 0.0387711, 65.4611, 2.47879, 0.236328, 11.1287, -0.779719, -2.01601, 66.9066
 2.17042, 0.762997, 35.7755, 2.8237, -0.94521, 44.539, -0.0105963, -1.89453, 10.1129, -0.936204, -2.64233, 15.1501
 -2.36394, -0.192971, 37.3835, 0.45797, -2.45769, 100.094, -2.41503, 0.276616, 11.8589, 1.76312, 2.00065, 51.4186
 2.77981, -0.898042, 46.9886, 1.53201, 0.475674, 93.0887, -0.405978, 0.762742, 10.0102, 1.71363, -2.93492, 70.4913
 0.307071, -0.54715, 37.7178, -2.83191, -0.33841, 70.8136, 0.378792, 1.55796, 10.4658, 0.435934, -2.83025, -1000
 0.0176232, -0.367729, 62.1688, -1.58551, 0.662058, 160.235, 1.9334, -1.25296, 11.5743, 1.86776, -2.76895, 30.0438
 2.69119, -0.833058, 79.2013, -0.330335, -0.634819, 92.292, -2.15612, -0.31642, 10.2893, -2.18336, 2.36252, 29.1074
 1.87761, -1.26776, 31.4772, -1.39757, -0.31498, 200.109, -0.710343, 0.463186, 10.7669, 2.64829, 2.25693, 30.4995
 0.540726, 0.714474, 39.5579, 2.11758, -0.29223, 70.9716, -1.45886, 0.815776, 11.5349, 1.6047, -2.78075, 33.8396
 0.841071, 1.25523, 51.2173, 2.01311, 0.221163, 84.8902, -0.903338, 1.44697, 10.3125, 0.72256, -0.331923, 56.7762
 2.56055, -0.27449, 46.3165, 2.52857, -0.830171, 119.548, -0.533735, -0.445116, 10.5786, 2.25834, 2.55621, -1000
 2.10638, -0.299085, 60.7004, 0.00184927, -0.859264, 28.2034, 0.682374, 0.98873, 10.1027, 0.411551, -2.63437, 45.6486
 2.64698, 0.603983, 154.66, -0.836797, 0.550555, 209.702, 2.32741, 1.0882, 13.2707, 0.10281, -2.60753, 49.9512
 -1.72901, -0.627096, 110.196, -3.12628, -0.26214, 373.715, 0.708578, -1.86552, 10.1475, 0.555094, 2.11048, 41.1487
 -2.84695, 0.679854, 42.857, -0.917881, -0.378564, 145.298, 1.35018, -0.0345613, 10.6091, -0.193821, -0.585258, 31.3218
 -0.810854, -1.07773, 8.50857, -1.35752, 0.163238, 266.745, -2.48524, -0.968162, 10.0932, -3.11134, 1.36062, 49.8046
 -1.1578, 0.451639, 39.277, -2.9169, -0.143574, 76.2656, 0.554556, 1.05637, 10.7251, -0.163029, 1.59297, 29.8993
 3.04029, -2.16429, 43.0049, -2.81901, -0.699797, 92.4761, 1.22931, -0.805723, 10.6041, 2.23469, 1.67562, 59.5522
 1.18543, 0.693345, 91.6823, 2.94052, 0.675986, 65.9207, -2.88832, -0.59818, 10.7217, 1.10814, 1.50723, 54.9395
 -1.07426, -1.1963, 31.6178, 0.0683406, -1.34931, 81.4235, -2.72088, -0.479046, 10.0544, 2.42703, -1.76769, -1000
 -0.783145, 2.05255, 50.051, -0.617769, 0.66514, 67.5816, 2.04007, 0.68399, 10.2996, -2.74194, -2.67441, 97.5566
 1.74517, 0.361426, 52.7394, 2.48172, -0.378504, 100.934, -1.16819, -0.0717792, 10.2005, 1.34543, 2.55163, 52.666
 -2.37867, 0.84241, 52.9179, -1.50346, -1.86322, 36.5411, 2.16707, -1.86413, 10.3632, -2.7633, -2.63966, -1000
